id	coder	content_type	culture	extract	Conflict	Evidence_Mental_Illness	Evidence_of_burdensomeness	Fitness_threat	High_RP	Low_RP	Low_lethality	Married	Motive_better_off_kin	Motive_harm_others	Motive_leverage	Motive_make_others_better_off	Outcome_better_off	Outcome_change	Outcome_others_harmed	Public_SB	SA_fitness	aggression	powerlessness
213	syme	Case	Assiniboine	"Another woman had her son (a young man) killed by the Blackfeet, and immediately afterwards another of her children died from disease. Several persons were appointed to watch the mother, suspecting her intentions; but they all fell asleep and she hung herself at the door of the lodge, between two dog travailles set on end. She was a tall woman and could only produce strangulation by swinging herself off the ground from her feet. She did it, however, and the body was brought to the fort for interment."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
214	zgarfield	Case	Assiniboine	"The third was a still more unfortunate case. The child of this woman had been sick some time and was expected to die. On the night in question it fell into a swoon and was to all appearance dead. No person being present the mother in the derangement of the moment went out and hung herself. The child recovered, but the mother was dead."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence
214	syme	Case	Assiniboine	"The third was a still more unfortunate case. The child of this woman had been sick some time and was expected to die. On the night in question it fell into a swoon and was to all appearance dead. No person being present the mother in the derangement of the moment went out and hung herself. The child recovered, but the mother was dead."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	Evidence against	No evidence	No evidence	No evidence
891	zgarfield	Case	Quinault	The other involved a case of love between a lad and a girl who were relatives and therefore forbidden to marry. The young man shot himself. Burial for suicides was the same as in more ordinary deaths.	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for
891	syme	Case	Quinault	The other involved a case of love between a lad and a girl who were relatives and therefore forbidden to marry. The young man shot himself. Burial for suicides was the same as in more ordinary deaths.	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for
519	zgarfield	Cultural model	Bagisu	Suicide is considered by Gisu to be evil and the result of a deliberate choice between the alternatives of life and death; it is not therefore regarded as the act of an insane person.	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
519	syme	Cultural model	Bagisu	Suicide is considered by Gisu to be evil and the result of a deliberate choice between the alternatives of life and death; it is not therefore regarded as the act of an insane person.	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence
555	zgarfield	Cultural model	Nuer	"A girl who is married to a man she detests and commits suicide may take vengeance from the grave on her kin who forced her to marry him. However, those Nuer whom I questioned were not in agreement in this case, some holding that the girl would not have cuong, right, and could not therefore harm her kin."	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	Evidence for	No evidence	Evidence for	No evidence	Evidence for
555	syme	Cultural model	Nuer	"A girl who is married to a man she detests and commits suicide may take vengeance from the grave on her kin who forced her to marry him. However, those Nuer whom I questioned were not in agreement in this case, some holding that the girl would not have cuong, right, and could not therefore harm her kin."	Evidence for	No evidence	No evidence	Evidence for	Evidence for	Evidence against	Evidence against	Evidence for	Evidence against	Evidence for	No evidence	Evidence against	Evidence against	No evidence	Evidence for	No evidence	Evidence for	Evidence for	Evidence for
556	zgarfield	Cultural model	Ovimbundu	"Women who commit suicide generally do so by hanging or drowning. Men stab themselves in the heart or use a flintlock gun, the trigger of which they pull with their toes. It is feared that the spirit of a suicide will return to induce another suicide in the family, therefore there is anxiety to rid the community of these spirits."	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence against	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	No evidence	Evidence for	No evidence	No evidence	No evidence	No evidence
